Timestamp,X Position,Y Position
2024-03-31T18:00:15.952Z,907,314
2024-03-31T18:00:16.136Z,693,343
2024-03-31T18:00:16.328Z,500,306
2024-03-31T18:00:16.528Z,638,241
2024-03-31T18:00:16.703Z,712,342
2024-03-31T18:00:16.911Z,807,293
2024-03-31T18:00:17.511Z,884,302
2024-03-31T18:00:17.728Z,885,304
2024-03-31T18:00:17.911Z,885,310
2024-03-31T18:00:18.112Z,886,305
2024-03-31T18:00:18.319Z,886,302
2024-03-31T18:00:18.487Z,888,300
2024-03-31T18:00:18.663Z,888,300
2024-03-31T18:00:18.871Z,542,230
2024-03-31T18:00:19.106Z,498,278
2024-03-31T18:00:19.287Z,593,302
2024-03-31T18:00:19.471Z,919,328
2024-03-31T18:00:19.679Z,758,363
2024-03-31T18:00:19.895Z,623,331
2024-03-31T18:00:20.262Z,662,429
2024-03-31T18:00:20.479Z,615,394
2024-03-31T18:00:20.655Z,782,485
2024-03-31T18:00:20.840Z,698,332
2024-03-31T18:00:21.046Z,662,276
2024-03-31T18:00:21.247Z,664,489
2024-03-31T18:00:21.447Z,696,460
2024-03-31T18:00:21.639Z,507,392
2024-03-31T18:00:21.839Z,605,275
2024-03-31T18:00:22.048Z,646,399
2024-03-31T18:00:22.255Z,526,204
2024-03-31T18:00:22.506Z,450,253
2024-03-31T18:00:23.046Z,678,265
2024-03-31T18:00:23.286Z,691,227
2024-03-31T18:00:23.454Z,691,227
2024-03-31T18:00:23.759Z,611,290
2024-03-31T18:00:23.927Z,636,291
2024-03-31T18:00:24.183Z,770,300
2024-03-31T18:00:24.350Z,770,300
2024-03-31T18:00:24.710Z,724,442
2024-03-31T18:00:24.878Z,724,442
2024-03-31T18:00:25.721Z,565,568
2024-03-31T18:00:25.899Z,565,268
2024-03-31T18:00:26.736Z,793,553
2024-03-31T18:00:26.951Z,808,565
2024-03-31T18:00:27.151Z,808,565
2024-03-31T18:00:27.327Z,808,565
2024-03-31T18:00:27.511Z,808,565
2024-03-31T18:00:27.688Z,807,565
2024-03-31T18:00:27.983Z,490,568
2024-03-31T18:00:28.183Z,490,568
2024-03-31T18:00:28.359Z,490,568
2024-03-31T18:00:28.815Z,726,572
2024-03-31T18:00:29.383Z,712,572
2024-03-31T18:00:29.871Z,825,554
2024-03-31T18:00:30.063Z,824,554
2024-03-31T18:00:30.359Z,491,568
2024-03-31T18:00:30.543Z,491,568
2024-03-31T18:00:30.759Z,496,566
2024-03-31T18:00:30.991Z,727,572
2024-03-31T18:00:31.376Z,833,574
2024-03-31T18:00:32.222Z,548,450
2024-03-31T18:00:32.383Z,537,411
2024-03-31T18:00:32.582Z,508,259
2024-03-31T18:00:32.791Z,584,223
2024-03-31T18:00:32.984Z,712,225
2024-03-31T18:00:33.183Z,808,342
2024-03-31T18:00:33.367Z,324,201
2024-03-31T18:00:33.568Z,439,251
2024-03-31T18:00:33.759Z,538,303
2024-03-31T18:00:33.961Z,669,261
2024-03-31T18:00:34.143Z,1018,368
2024-03-31T18:00:34.542Z,797,325
2024-03-31T18:00:34.734Z,790,312
2024-03-31T18:00:34.911Z,717,265
2024-03-31T18:00:35.294Z,624,219
2024-03-31T18:00:35.615Z,592,317
2024-03-31T18:00:35.903Z,601,420
2024-03-31T18:00:36.103Z,613,465
2024-03-31T18:00:36.431Z,862,449
2024-03-31T18:00:36.632Z,875,428
2024-03-31T18:00:36.838Z,870,506
2024-03-31T18:00:37.046Z,885,494
2024-03-31T18:00:37.367Z,784,413
2024-03-31T18:00:37.545Z,898,443
